arterial_network,INSERT,{Trunk of aorta;Trunk of right second posterior intercostal artery}
arterial_network,INSERT,{Trunk of left second posterior intercostal artery;Trunk of spinal branch of dorsal branch of left second posterior intercostal artery}
arterial_network,INSERT,{Thyrocervical trunk;Trunk of right inferior thyroid artery}
arterial_network,INSERT,{Thyrocervical trunk;Trunk of left inferior thyroid artery}
venous_network,INSERT,{Trunk of left facial vein;Trunk of left superior labial vein}
venous_network,INSERT,{Trunk of right facial vein;Trunk of right superior labial vein}
arterial_network,INSERT,{Trunk of left lateral basal segmental artery;Trunk of lateral branch of left anterior basal segmental artery}
arterial_network,INSERT,{Trunk of left lateral basal segmental artery;Trunk of basal branch of left anterior basal segmental artery}
venous_network,INSERT,{Trunk of left apical segmental vein;Trunk of intrasegmental tributary of left apical segmental vein}
venous_network,INSERT,{Trunk of left apical segmental vein;Trunk of apical part of left apical segmental vein}
venous_network,INSERT,{Trunk of superior lingular vein;Trunk of intrasegmental tributary of left anterior segmental vein}
venous_network,INSERT,{Trunk of superior lingular vein;Trunk of inferior part of anterior segmental vein}
venous_network,INSERT,{Trunk of superior lingular vein;Trunk of intrasegmental tributary of superior lingular vein}
venous_network,INSERT,{Trunk of superior lingular vein;Trunk of subsegmental part of superior lingular vein}
venous_network,INSERT,{Trunk of inferior lingular vein;Trunk of intrasegmental tributary of inferior lingular vein}
venous_network,INSERT,{Trunk of right femoral vein;Trunk of right lateral circumflex femoral vein}
venous_network,INSERT,{Trunk of left femoral vein;Trunk of left lateral circumflex femoral vein}
venous_network,INSERT,{Trunk of right femoral vein;Trunk of right deep femoral vein}
venous_network,INSERT,{Trunk of left femoral vein;Trunk of left deep femoral vein}
venous_network,INSERT,{Trunk of hemiazygos vein;Trunk of left eighth posterior intercostal vein}
arterial_network,INSERT,{Trunk of right internal thoracic artery;Trunk of sternal branch of right internal thoracic artery}
arterial_network,INSERT,{Trunk of left internal thoracic artery;Trunk of sternal branch of left internal thoracic artery}
venous_network,INSERT,{Trunk of right internal thoracic vein;Trunk of sternal tributary of right internal thoracic vein}
venous_network,INSERT,{Trunk of left internal thoracic vein;Trunk of sternal tributary of left internal thoracic vein}
venous_network,INSERT,{Trunk of right iliolumbar vein;Trunk of iliac part of right iliolumbar vein}
venous_network,INSERT,{Trunk of left iliolumbar vein;Trunk of iliac part of left iliolumbar vein}
