microcirculations,INSERT,{Venae comitantes of left iliolumbar vein;13337;VEN;N}
microcirculations,INSERT,{Trunk of iliac part of left iliolumbar artery;13337;ART;N}
microcirculations,INSERT,{Trunk of left obturator vein;24475;VEN;N}
microcirculations,INSERT,{Trunk of posterior branch of left obturator artery;24475;ART;N}
microcirculations,INSERT,{Trunk of left lateral sacral vein;6437;VEN;N}
microcirculations,INSERT,{Trunk of superior part of left lateral sacral artery;6437;ART;N}
microcirculations,INSERT,{Trunk of inferior part of left lateral sacral artery;6437;ART;N}
microcirculations,INSERT,{Trunk of left first posterior intercostal vein;9777;VEN;N}
microcirculations,INSERT,{Trunk of left first posterior intercostal vein;71137;VEN;N}
microcirculations,INSERT,{Trunk of left first posterior intercostal vein;9801;VEN;N}
microcirculations,INSERT,{Trunk of left lateral sacral vein;6429;VEN;N}
microcirculations,INSERT,{Trunk of superior part of left lateral sacral artery;6429;ART;N}
microcirculations,INSERT,{Trunk of inferior part of left lateral sacral artery;6429;ART;N}
microcirculations,INSERT,{Trunk of left lateral sacral vein;6435;VEN;N}
microcirculations,INSERT,{Trunk of superior part of left lateral sacral artery;6435;ART;N}
microcirculations,INSERT,{Trunk of inferior part of left lateral sacral artery;6435;ART;N}
microcirculations,INSERT,{Trunk of muscular branch of left inferior gluteal artery;22337;ART;N}
microcirculations,INSERT,{Venae comitantes of left inferior gluteal vein;22337;VEN;N}
microcirculations,INSERT,{Trunk of muscular branch of left inferior gluteal artery;22335;ART;N}
microcirculations,INSERT,{Venae comitantes of left inferior gluteal vein;22335;VEN;N}
microcirculations,INSERT,{Trunk of inferior division of deep part of left superior gluteal artery;22329;ART;N}
microcirculations,INSERT,{Trunk of muscular branch of left inferior gluteal artery;22329;ART;N}
microcirculations,INSERT,{Trunk of coccygeal branch of left inferior gluteal artery;22329;ART;N}
microcirculations,INSERT,{Venae comitantes of left superior gluteal vein;22329;VEN;N}
microcirculations,INSERT,{Venae comitantes of left inferior gluteal vein;22329;VEN;N}
microcirculations,INSERT,{Trunk of superficial part of left superior gluteal artery;22329;ART;N}
microcirculations,INSERT,{Trunk of inferior division of deep part of left superior gluteal artery;22331;ART;N}
microcirculations,INSERT,{Venae comitantes of left superior gluteal vein;22331;VEN;N}
microcirculations,INSERT,{Trunk of superior division of deep part of left superior gluteal artery;22333;ART;N}
microcirculations,INSERT,{Trunk of inferior division of deep part of left superior gluteal artery;22333;ART;N}
microcirculations,INSERT,{Venae comitantes of left superior gluteal vein;22333;VEN;N}
microcirculations,INSERT,{Trunk of left obturator vein;43884;VEN;N}
microcirculations,INSERT,{Trunk of anterior branch of left obturator artery;43884;ART;N}
microcirculations,INSERT,{Trunk of left superior phrenic artery;57859;ART;N}
microcirculations,INSERT,{Trunk of left inferior phrenic vein;57859;VEN;N}
microcirculations,INSERT,{Trunk of left musculophrenic artery;20392;ART;N}
microcirculations,INSERT,{Trunk of left musculophrenic vein;20392;VEN;N}
microcirculations,INSERT,{Venae comitantes of left iliolumbar vein;22323;VEN;N}
